12	12	19	19	0.0100000000000000
12	12	63	63	0.0100000000000000
12	12	85	85	0.0100000000000000
12	12	90	90	0.0100000000000000
12	12	93	93	0.0100000000000000
12	12	103	103	0.0100000000000000
12	12	138	138	0.0100000000000000
12	12	156	156	0.0100000000000000
12	12	176	176	0.0100000000000000
12	12	209	209	0.0100000000000000
12	12	217	217	0.0100000000000000
12	12	223	223	0.0100000000000000
12	12	231	231	0.0100000000000000
12	12	249	249	0.0100000000000000
12	12	333	333	0.0100000000000000
19	19	63	63	0.0100000000000000
19	19	85	85	0.0100000000000000
19	19	90	90	0.0100000000000000
19	19	93	93	0.0100000000000000
19	19	103	103	0.0100000000000000
19	19	138	138	0.0100000000000000
19	19	156	156	0.0100000000000000
19	19	176	176	0.0100000000000000
19	19	209	209	0.0100000000000000
19	19	217	217	0.0100000000000000
19	19	223	223	0.0100000000000000
19	19	231	231	0.0100000000000000
19	19	249	249	0.0100000000000000
19	19	333	333	0.0100000000000000
63	63	85	85	0.0100000000000000
63	63	90	90	0.0100000000000000
63	63	93	93	0.0100000000000000
63	63	103	103	0.0100000000000000
63	63	138	138	0.0100000000000000
63	63	156	156	0.0100000000000000
63	63	176	176	0.0100000000000000
63	63	209	209	0.0100000000000000
63	63	217	217	0.0100000000000000
63	63	223	223	0.0100000000000000
63	63	231	231	0.0100000000000000
63	63	249	249	0.0100000000000000
63	63	333	333	0.0100000000000000
85	85	93	93	0.0100000000000000
85	85	103	103	0.0100000000000000
85	85	138	138	0.0100000000000000
85	85	156	156	0.0100000000000000
85	85	176	176	0.0100000000000000
85	85	209	209	0.0100000000000000
85	85	217	217	0.0100000000000000
85	85	223	223	0.0100000000000000
85	85	231	231	0.0100000000000000
85	85	249	249	0.0100000000000000
85	85	333	333	0.0100000000000000
90	90	103	103	0.0100000000000000
90	90	138	138	0.0100000000000000
90	90	156	156	0.0100000000000000
90	90	176	176	0.0100000000000000
90	90	209	209	0.0100000000000000
90	90	217	217	0.0100000000000000
90	90	223	223	0.0100000000000000
90	90	231	231	0.0100000000000000
90	90	249	249	0.0100000000000000
90	90	333	333	0.0100000000000000
93	93	103	103	0.0100000000000000
93	93	138	138	0.0100000000000000
93	93	156	156	0.0100000000000000
93	93	176	176	0.0100000000000000
93	93	209	209	0.0100000000000000
93	93	217	217	0.0100000000000000
93	93	223	223	0.0100000000000000
93	93	231	231	0.0100000000000000
93	93	249	249	0.0100000000000000
93	93	333	333	0.0100000000000000
103	103	138	138	0.0100000000000000
103	103	156	156	0.0100000000000000
103	103	176	176	0.0100000000000000
103	103	209	209	0.0100000000000000
103	103	217	217	0.0100000000000000
103	103	223	223	0.0100000000000000
103	103	231	231	0.0100000000000000
103	103	249	249	0.0100000000000000
103	103	333	333	0.0100000000000000
138	138	156	156	0.0100000000000000
138	138	176	176	0.0100000000000000
138	138	209	209	0.0100000000000000
138	138	217	217	0.0100000000000000
138	138	223	223	0.0100000000000000
138	138	231	231	0.0100000000000000
138	138	249	249	0.0100000000000000
138	138	333	333	0.0100000000000000
156	156	176	176	0.0100000000000000
156	156	209	209	0.0100000000000000
156	156	217	217	0.0100000000000000
156	156	223	223	0.0100000000000000
156	156	231	231	0.0100000000000000
156	156	249	249	0.0100000000000000
156	156	333	333	0.0100000000000000
176	176	209	209	0.0100000000000000
176	176	217	217	0.0100000000000000
176	176	223	223	0.0100000000000000
176	176	231	231	0.0100000000000000
176	176	249	249	0.0100000000000000
176	176	333	333	0.0100000000000000
209	209	217	217	0.0100000000000000
209	209	223	223	0.0100000000000000
209	209	231	231	0.0100000000000000
209	209	249	249	0.0100000000000000
209	209	333	333	0.0100000000000000
217	217	223	223	0.0100000000000000
217	217	231	231	0.0100000000000000
217	217	249	249	0.0100000000000000
217	217	333	333	0.0100000000000000
223	223	231	231	0.0100000000000000
223	223	249	249	0.0100000000000000
223	223	333	333	0.0100000000000000
231	231	249	249	0.0100000000000000
231	231	333	333	0.0100000000000000
249	249	333	333	0.0100000000000000
