9	18	0.101333035436557
9	21	0.154670698296638
9	24	0.112382659133980
9	27	0.0645526949991580
12	21	0.146165364281831
18	45	0.0555388016685213
18	48	0.0461812983765937
18	51	0.0593818407978034
18	54	0.0600636034656969
18	57	0.0263373016798439
18	105	0.0396927788740933
18	108	0.0404341275389408
21	45	0.0803209462264022
21	48	0.0653573774638915
21	51	0.0696503347298451
21	66	0.0272394498359820
21	69	0.0331073892041523
21	105	0.0354323852397727
21	108	0.0410993371908244
21	111	0.0391823033608081
21	114	0.0271978833602207
24	105	0.0246593830711475
24	108	0.0287059023716821
24	111	0.0300368221798299
27	108	0.0207517665913422
27	111	0.0196290472399512
39	108	0.0199162094182006
42	108	0.478405003136752
45	54	1
45	57	0.420847438079978
45	66	0.119222338571368
45	105	0.294695197443199
45	108	0.881195176355935
45	111	1
48	72	0.165742297185843
48	75	0.109239532531512
48	105	0.252271795524173
48	108	0.812515126906920
48	111	1
51	72	0.190281088261777
51	75	0.155651984925011
51	105	0.433563982480447
51	108	1
51	111	1
54	66	0.325804949943128
54	69	0.242473740593503
54	72	0.180937867664654
54	75	0.126391328526333
54	90	0.205936333287022
54	105	0.490263129365745
54	108	0.907994145853542
54	111	0.860430823922776
57	72	0.354835621687879
57	75	0.113824778695697
57	105	0.270149227011438
57	108	0.347231170734173
57	111	0.276602249178533
66	75	0.130551278730878
66	105	0.0914973028562718
66	108	0.0867133328839673
66	111	0.0580452709885503
69	105	0.122981844679742
69	108	0.115380937471587
69	111	0.0743233534793412
72	105	0.110379258631769
72	108	0.121524769614108
72	111	0.0869199581455409
75	105	0.0407541678070686
75	108	0.0752171284383369
111	138	0.0455950241778980
114	138	0.0667313635017329
