9	18	0.0399863973733075
9	21	0.0572246689163220
9	24	0.0561574244482330
9	27	0.0580009871127717
12	21	0.0541720088500421
18	45	0.0241492528974878
21	45	0.0417796558003462
21	48	0.0420004130046721
21	108	0.0300855803791634
21	111	0.0471264005920062
21	114	0.0469030976484008
21	117	0.0286964294633913
24	108	0.0254535423109508
24	111	0.0420502172207967
36	105	0.0448115593062971
45	54	0.278916510505293
45	105	0.255640893709137
45	108	0.305825808497455
45	111	0.247843324189320
48	63	0.0859822762118700
48	72	0.304181109372202
48	75	0.0429032027230897
48	105	0.168460705573479
48	108	0.182923598439325
48	111	0.132898099572469
48	114	0.106430778509648
48	129	0.0253124138582879
51	63	0.0757709845226073
51	72	0.176247238100710
51	93	0.0275213238458931
51	105	0.128668510998028
51	108	0.126459877985727
51	111	0.108802824205184
51	114	0.0752116025254098
54	66	0.100358977901811
54	69	0.118437504130784
54	90	0.0690542661350114
54	105	0.0837767377240196
54	108	0.0660972038322281
54	111	0.0566428280769237
57	105	0.0401711018462876
57	108	0.0392686022283281
57	111	0.0275187208453398
66	105	0.0339676981722371
69	105	0.140925668710076
72	105	0.165756518039295
72	108	0.0871905645907892
72	111	0.0797148401927516
75	105	0.0503603753846632
75	108	0.0451222586664163
75	111	0.0313422773156485
111	129	0.0308109827937969
114	138	0.360388105811196
