9	18	0.110739580212593
9	21	0.117051807425667
9	24	0.0703480783942917
9	27	0.0556124817180915
12	21	0.101643567064838
18	36	0.0269032039209149
18	45	0.0487945154461436
21	36	0.0289636087201518
21	45	0.0653106254164210
36	105	0.0558910190787681
39	108	0.0224970255059633
42	108	0.314120442764568
45	54	1
45	57	0.329197829279605
45	105	0.266982484506245
45	108	0.780060561712881
45	111	0.865500765903160
48	63	0.0926174360788929
48	72	0.195837929925645
48	75	0.104729791433864
48	105	0.227536621477616
48	108	0.694622825046088
48	111	0.893757645030309
51	63	0.103093713044771
51	72	0.166845963080204
51	75	0.116915264647831
51	105	0.274307502914155
51	108	0.703224851446107
51	111	0.780075494025976
54	63	0.128791766264645
54	66	0.192684268666934
54	69	0.177949713603377
54	72	0.159282265725065
54	75	0.0938639833298203
54	90	0.141545184637946
54	105	0.302603405977869
54	108	0.598499554888089
54	111	0.568016869716570
57	72	0.260545286160964
57	75	0.0673046535029474
57	105	0.141765575348813
57	108	0.170833571528430
57	111	0.125785989657257
66	75	0.0963855267808348
66	105	0.0421370505296884
66	108	0.0302314776092554
66	111	0.0205140838794829
69	105	0.0813257857292271
69	108	0.0603151491218044
72	105	0.0775508268312944
72	108	0.0642024666565735
75	105	0.0294364582153340
75	108	0.0395492309018481
114	138	0.0674790144823464
